headline,link,date,content
National Highways Logistics Management to jointly develop multi-modal logistics park in Varanasi with Inland Waterways Authority of India,https://economictimes.indiatimes.com/news/economy/infrastructure/national-highways-logistics-management-to-jointly-develop-multi-modal-logistics-park-in-varanasi-with-inland-waterways-authority-of-india/articleshow/118883009.cms,11-03-2025,"The
National Highways Logistics Management
(NHLML) and
Inland Waterways Authority of India
(IWAI) on Tuesday signed a memorandum of understanding (MoU) to develop a state-of-the-art multi-modal logistics park (MMLP) in Varanasi,
Uttar Pradesh
.
The 150-acre park will integrate with the Eastern Dedicated Freight Corridor through a 5.1 km railway line from Jeonathpur Station and National Waterway-1 and is located 30 km from Lal Bahadur Shastri Airport, the
ministry of road transport and highways
said in a statement.
NHLML is a subsidiary of MoRTH.
The logistics park is connected to NH7 via a 650m access road and is just 1.5 km from the NH7-NH2 junction.
“The project promises significant investment and employment opportunities, strengthening India's logistics sector, enhancing trade efficiency, and driving economic growth,” the ministry said.
Live Events
“This initiative is a testament to India's commitment to developing its logistics sector and reinforcing its position as a global economic powerhouse,” it added.
The road transport and highways minister Nitin Gadkari aims to bring down the logistics cost in India to 9% in two years from the current 14-16%, aimed at making India products competitive in the global market.
The logistics cost in China is 8% and 12% in the US and European countries, making it difficult for Indian exports to compete in the global market.
(You can now subscribe to our
Economic Times WhatsApp channel
)"
"Mumbai Ring Road project gets Rs 21,500 crore funding commitments",https://economictimes.indiatimes.com/news/economy/infrastructure/mumbai-ring-road-project-gets-2-5-billion-funding-commitments/articleshow/118831886.cms,10-03-2025,"India’s Maharashtra state has obtained Rs 21, 500 crore ($2.5 billion) worth of funding commitments from lenders for a road project near
Mumbai
, according to people familiar with the matter.
Maharashtra State Road Development Corporation Ltd., a unit of the state government, has obtained lenders’ commitment for credit lines to fund building the high-end road, said the people, who asked not to be identified because the information is private. The new road, part of an ambitious infrastructure makeover of the world’s densest metropolitan region, is intended to reduce traffic congestion near Mumbai and improve road quality.
The
Rural Electrification Corporation
Ltd., National Bank for Financing Infrastructure and Development, and India Infrastructure Finance Company Ltd. are the largest lenders on the deal, said the people. They have agreed to lend 100 billion, Rs 3,000 crore and Rs 3,000 crore respectively, they added.
REC confirmed it has committed 10,000 crore of rupee term loan to MSRDC in response to questions from Bloomberg News. MSRDC and NaBFID didn’t reply to requests for comment.
Prime Minister Narendra Modi has put a spotlight on infrastructure as a tool to spur growth. The government increased its budget allocation for the agency that oversees roads and highways to Rs 2.78 lakh crore in fiscal year 2025, more than triple the amount five years prior, according to Crisil Ratings.
Live Events
Disbursement of the credit facilities will happen in stages, and the road construction will start in the next financial year starting April, said the people. The project was recently seeking bidders to build the road, which is known as the “Multi-Modal Corridor.”
Other smaller lenders include
Punjab National Bank
,
Bank of India
,
Bank of Maharashtra
and
UCO Bank
, said the people familiar. These lenders didn’t respond to requests for comment.
(You can now subscribe to our
Economic Times WhatsApp channel
)"
Nearly a dozen townships coming up to check unplanned urban expansion in J&K,https://economictimes.indiatimes.com/news/economy/infrastructure/nearly-a-dozen-townships-coming-up-to-check-unplanned-urban-expansion-in-jk/articleshow/118804082.cms,08-03-2025,"The Jammu and Kashmir government is planning to set up nearly a dozen townships at various places, including the twin capital cities, to check unplanned urban expansion and meet the housing needs of people, Health Minister
Sakeena Itoo
said on Saturday. The minister was replying on behalf of Chief Minister
Omar Abdullah
to a question raised by People's Democratic Party (PDP) MLA Waheed Ur Rehman Parra in the Assembly here.
Itoo said the Srinagar Development Authority has identified state land along the national highway in Bemina Bypasss and the Jammu Development Authority has identified land at Sidhra for catering to the housing needs of the people of the Union Territory.
In addition, 1,298.28 kanals of land has been identified for the establishment of nine townships at Padgampura in Pulwama, Watapora in Bandipora, Changran in Kathua, Bakoora in Ganderbal, Kanuyian in Poonch, Chatterhama in Srinagar and Bhalwal, Chakbhalwal and Chowadhi in Jammu.
In his supplementary, Para expressed concern over the utilisation of wetland for raising infrastructure post the abrogation of Article 370 of the Constitution in August 2019 and demanded an environment assessment of all the township projects.
""The 4,200 kanals of land near Bemina identified for housing is wetland. We are already facing a climate crisis because of large-scale devastation and destruction due to land, soil and sand mining over the past five years. The future looks very dark and grim if the right steps are not taken,"" the PDP leader said.
Live Events
""All ecological issues shall be taken into consideration while undertaking any construction,"" the minister said, adding that the details of the beneficiaries shall be determined after the formulation of the Detailed Project Report (DPR).
(You can now subscribe to our
Economic Times WhatsApp channel
)"
NITI Aayog invites bid for infrastructure project pipeline,https://economictimes.indiatimes.com/news/economy/infrastructure/niti-aayog-invites-bid-for-infrastructure-project-pipeline/articleshow/118790034.cms,07-03-2025,"NITI Aayog
will soon firm up the list of
infrastructure projects
to be monetised over the next five years. The government think-tank has invited bids for preparation of the Infrastructure Projects Pipeline and suggesting innovative project and financing structures for accelerated development of infrastructure in the country through
private sector investment
.
“The list is to be prepared on the basis of assets or land parcels proposed by the concerned central ministries and such assets as identified by the
consultant
,” the Aayog said in the
request for proposal
(RFP) document floated to invite bids from technical consultants.
The exercise is expected to be complete in five months. The asset classes and land parcels may include highways, railways, power, petroleum and natural gas, civil aviation, ports, warehousing and storage, urban infrastructure including housing and transport, coal and mines and telecom.
The idea is to formulate a list of infrastructure assets and land parcels identified by central ministries, departments and central public sector enterprises for monetization during the five-year period of 2025-26 to 2029-30.
The consultant will also be expected to duly estimate the likely upfront or periodic revenue that can be realised from such
monetisation
and the investment by the private sector into such projects.
Live Events
“Besides, the consultant will be expected to identify asset classes including assets and land parcels that can be undertaken for development or upgradation or operation and maintenance through private participation,” it said.
“Monetisation potential to be the estimate of either the private investment that can be attracted for the subject development or the net present value (NPV) of the premium to be received by the authority, for each class of identified assets,” it added.
(You can now subscribe to our
Economic Times WhatsApp channel
)"
ADB commits $200 million loan to expand urban services in Kolkata,https://economictimes.indiatimes.com/news/economy/infrastructure/adb-commits-200-million-loan-to-expand-urban-services-in-kolkata/articleshow/118603851.cms,27-02-2025,"The Asian Development Bank (ADB) has approved a USD 200 million loan to enhance the development of climate-and disaster-resilient sewerage and drainage infrastructure in Kolkata, aiming to improve the city's livability. These interventions, which are part of the
Kolkata Municipal Corporation
Sustainability, Hygiene, and Resilience (Sector) Project, will improve the living conditions and health outcomes, particularly for vulnerable groups including women and children, ADB said in a statement.
Kolkata, one of India's most populous and densely populated cities, faces significant challenges due to inadequate drainage and sewerage systems, causing urban floods and an unhygienic environment, it said.
These issues are exacerbated by increased heavy rains due to climate change, it said.
To address these challenges, the project will construct 84 kilometers (km) of combined trunk and secondary sewerage and drainage pipelines, 176 km of combined lateral sewerage and drainage pipelines up to customer connections, and 50,000 household sewer connections, it said.
It will construct one sewage treatment plant and five pumping stations. The project will benefit over 277,000 residents, it added.
(You can now subscribe to our
Economic Times WhatsApp channel
)"
Centre examining big-ticket projects over cost overrun,https://economictimes.indiatimes.com/news/economy/infrastructure/centre-examining-big-ticket-projects-over-cost-overrun/articleshow/118585671.cms,26-02-2025,"The construction of the new Vice-President Enclave in the heart of New Delhi was bid out for ₹189.16 crore and had to be completed by November 2022. But the big-ticket project was completed almost two years later, in June 2024 and with a 51% cost overrun.
The works related to shifting of tourism and skill development ministries at Jodhpur Officers Hostel were tendered at ₹7.94 crore with a targeted date of completion of February 2023. This project saw a 142% cost overrun with the final bill at ₹19.26 crore and a time overrun of five months.
In the run-up to 2022 Republic Day parade, the work for 3D projection mapping on North block and South block buildings was given out at a cost of ₹2.32 crore but the completion cost saw a 33.48% overrun at ₹3.10 crore.
The work of external development of two-side roads outside the Vice-President Enclave was tendered out at a cost of ₹5.71 crore but the final bill came with an almost 19% cost overrun and a five-month delay.
Hit by time and cost overruns in urban development projects like these, the Centre has started examining big-ticket projects initiated across India to investigate the reasons for escalations and how these can be curbed.
Live Events
The
Central Public Works Department
, the primary construction arm of the government, has asked all its divisions to prepare reports with details of projects with a tendered cost of over ₹1 crore and initiated after 2020. The government is now looking at what was the expected cost of the project, if it was tendered out at a lower cost, how low was the tendered cost, the final completion cost, different heads where there was cost escalation, stipulated date of completion and the time overrun.
Though the exercise is incomplete yet, the initial reports have thrown staggering statistics. The biggest challenge is that the contractors try to outbid each other by quoting very low costs. Take for instance, the finishing work of the subterranean tunnel in Vice-President's Enclave. The government expected to bid out the project at ₹3.85 crore but the tendered cost was 38% lower at ₹2.78 crore. The government expected the construction work of the same tunnel to cost ₹21.31 crore but the tendered cost was ₹18.31 crore and the final completion cost was almost ₹20 crore - closer to government's initial estimates.
A government source told ET, ""There is stiff competition among contractors and this is why the tendered cost is very low. There are now complaints of poor quality of work and time and cost overruns. Here cost overruns are important because the projects were taken at very low rates to beat competition.""
(You can now subscribe to our
Economic Times WhatsApp channel
)"
"Nitin Gadkari announces infrastructure projects worth Rs 55,000 cr in Assam",https://economictimes.indiatimes.com/news/economy/infrastructure/nitin-gadkari-announces-infrastructure-projects-worth-rs-55000-cr-in-assam/articleshow/118582198.cms,26-02-2025,"Union Minister of Road Transport and Highways,
Nitin Gadkari
announced several significant infrastructure projects worth approximately Rs 55,000 crore for
Assam
. Government will construct a 12 km underwater tunnel between Gohpur and Numaligarh, valued at Rs 15,000 crore, for which the Detailed Project Report (DPR) has been completed, and clearance has been granted by the Ministry of Defence.
During an ongoing session on
Advantage Assam summit
, Union Minister of Road Transport and Highways, Nitin Gadkari, through a special video message, announced several significant infrastructure projects worth approximately Rs 55,000 crore.
These projects include Rs 5,800 crore
Guwahati Ring Road Project
, Rs 25,000 crore four-lane road from Guwahati to Panchgram via Barapani, which will significantly reduce travel time between Guwahati and Panchgram to approximately five hours apart from being the region’s first express highway, Rs 6,000 crore
Kaziranga Elevated Corridor
, a new road worth Rs 3,225 crore to improve connectivity between Jagiroad and Bhutan via Bhairabkunda and Kamakhya Ropeway Project to enhance accessibility to the revered pilgrimage site.
Assam chief minister Himanta Biswa Sarma said that every year, the state is making around 25,000 Crore capital investments and this year it will surpass that. He said the state government is increasing capital investments every year by 10%.
(You can now subscribe to our
Economic Times WhatsApp channel
)"
"Work on road projects worth Rs 80,000 cr will soon start in Assam: Nitin Gadkari",https://economictimes.indiatimes.com/news/economy/infrastructure/work-on-road-projects-worth-rs-80000cr-will-soon-start-in-assam-nitin-gadkari/articleshow/118575895.cms,26-02-2025,"Work on road projects worth Rs 80,000 crore will soon start in Assam, Union
road transport minister
Nitin Gadkari said on Wednesday. Key projects, including a tunnel under Brahmaputra River, an elevated corridor at Kaziranga National Park and the
Guwahati Ring Road
will be undertaken as part of this initiative, he added.
Addressing a session on road, railway, and riverine infrastructure at the
Advantage Assam 2.0
business summit virtually, Gadkari said projects worth Rs 3 lakh crore under his ministry will be completed in the state by 2029.
Work on projects worth Rs 60,000 crore is already underway in the state and in various stages of completion, he said.
These include projects which will not only improve connectivity within the state but also boost road communication with Tripura and Nagaland, he added.
Gadkari said projects worth another Rs 80,000 crore are about to commence in the state.
Live Events
Major projects under it would be the Rs 15,000-crore tunnel under the Brahmaputra connecting Numaligarh and Dholpur, Rs 6,000-crore elevated corridor in Kaziranga National Park and the Guwahati ring road.
The multi-modal logistics hub at Jogighopa is almost complete and can be opened soon, he added.
Highlighting Assam's potential in the bamboo-based new-age industry, Gadkari stressed its role in fuel manufacturing and other economic sectors.
Gadkari claimed that almost all projects demanded by the state government have been okayed by his ministry.
The development of the Northeast is a top priority for the Narendra Modi-led government, as evident from the substantial investments made in the region since 2014, he said.
Gadkari emphasised the need for capital investment in business, as jobs will be created only when investment comes and employment generation will only lead to improvement in people's economic condition.
""Infrastructure is most essential for development of the state. With improvement of connectivity, other sectors will also benefit,"" Gadkari added.
(You can now subscribe to our
Economic Times WhatsApp channel
)"
"Reliance Industries Ltd pledges to invest Rs 50,000 crore in Assam over the next five years",https://economictimes.indiatimes.com/news/economy/infrastructure/reliance-industries-ltd-pledges-to-invest-rs-50000-crore-in-assam-over-the-next-five-years/videoshow/118552096.cms,25-02-2025,
"Reliance to invest Rs 50,000 cr in Assam over next 5 years: Mukesh Ambani",https://economictimes.indiatimes.com/news/economy/infrastructure/reliance-to-invest-rs-50000-cr-in-assam-announces-mukesh-ambani/articleshow/118548966.cms,25-02-2025,"Reliance Industries Limited
(RIL) has committed to investing over Rs 50,000 crore in Assam over the next five years, Chairman and MD
Mukesh Ambani
announced at the Assam 2.0 Summit on Tuesday.
Addressing the gathering in Guwahati during the investors' summit, Advantage Assam 2.0 Investment & Infrastructure Summit 2025, Ambani emphasized Reliance's long-term commitment to the state's development, particularly in the technology and digital sectors.
""In the coming years, Reliance will more than quadruple its investment in Assam to over Rs 50,000 crore,"" Ambani stated.
He recalled the company's earlier commitment of Rs 5,000 crore in the 2018 summit and highlighted that Reliance has since exceeded Rs 12,000 crore in investments in the state.
Ambani highlighted Reliance's priority of making Assam ""tech-ready and AI-ready,"" calling the state's digital transformation a ""noble and patriotic mission.""
Live Events
He noted that Jio has played an important role in modernizing Assam's telecom infrastructure, making it ""not only 2G-mukt but 5G-yukt"" (free from 2G and empowered with 5G). He expressed gratitude to the people of Assam for embracing Jio wholeheartedly.
Praising Prime Minister Narendra Modi's leadership, Ambani stated that the summit's theme, Advantage Assam, reflects the transformation the state has undergone under Modi's governance. He identified four key advantages that Modi has brought to Assam.
""In the past 11 years you have brought four unique advantages to Assam. Advantage one, you have brought Assam and the rest of northeast from the periphery to the center of India's development map. You have yourself visited the northeast over 70 times more than any other prime minister in the past,"" Ambani said, pointing out that the Prime Minister has visited the region more than 70 times--more than any other previous leader.
""Second, you have given Assam an inspiring new mantra: Act East, Act Fast, and Act First,"" he said, adding that Assam has the potential to develop so rapidly that Southeast Asia and East Asia will begin looking towards the state as a hub of growth opportunities.
The third advantage, Ambani noted, is the ""unprecedented connectivity revolution"" in Assam and the Northeast, which goes beyond physical and digital connectivity to also include developmental and emotional connectivity with the rest of India.
The fourth and most significant advantage, he added, is the emphasis on technology as a key driver of development. Comparing Assam's global reputation as a tea paradise, Ambani expressed confidence that in the coming decades, the state will also emerge as a ""technological paradise.""
With Reliance's massive new investment commitment, Assam is poised to see significant growth in digital infrastructure, artificial intelligence, and overall economic development in the years ahead.
(With ANI inputs)
(You can now subscribe to our
Economic Times WhatsApp channel
)"
